work_id,title,author,rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,chapters,comments,kudos,bookmarks,hits,all_kudos
18220463,Coaxing Water from Stone,['Kaleran'],Explicit,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,"Jean Valjean, Javert (Les Misérables)","Post-Seine, Alternate Universe- Javert Lives, Established Friendship, Javert is Oblivious to His Own Goddamn Feelings, Anal Sex, Frottage, Kissing, Javert Cries During Sex, Valjean is Somewhat Uncomfortable with Javert Crying During Sex, Miscommunication, Hurt/Comfort, Sharing a Bed, Morning After, Morning Cuddles, Implied/Referenced Suicide, Period-Typical Homophobia, implied/referenced eating disorder, Masturbation, Accidental Voyeurism, for a hot second at least, Touch-Starved Javert, Friends to Lovers, OCD Javert, Long-Haired Javert, Conversations about love, I would like to think that if Hugo decided Javert should have lived and changed, These are the kinds of discussions he would have had with Valjean, My boys deserve love okay",English,2019-03-24,Completed,2019-04-16,"25,746",4/4,72,463,84,"6,581","['MyLovelyKitchenSinkDrama', 'jimmytiberius', 'bookewuirm', 'dearxTallxboy', 'dimbleby', 'dovesonthesea', 'Tigroou', 'Confused_asf', 'Sanna12', 'Here_For_The_Ships', 'Finn', 'atlasavenue', 'yasasugata', 'orsenna', 'MoonyJulian', 'Wingschester7', 'SinfulRaindrop', 'GingerSpirit667', 'aftershocked', 'KlavierWrites', 'idk_XD', 'Pakeha', 'therealmendelssohn', 'trekst3r', 'Magnomast', 'IsItFunThough', 'GreenBird', 'TooCool4u', 'Evil_Elvin_Pirates', 'Pampa', 'eggs4emma', 'M_Moonshade', 'TheVoodooBabe', 'RoseAshfox', 'Louricas', 'Loramir', 'emi_yusa420', 'christinedieae', 'MajasKS', 'imsorryimlate', 'KazukiQuartz', 'AnCato', 'shinjiru', 'WeAreAllStories', 'cluCluc', 'morphythequeerblob', 'AMultiFandomed1', 'tastefulmoss', 'Ehgis', 'deathbywikipedia']"
18196625,His Name,['Kaleran'],General Audiences,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","I'm sorry but also not, Crack Treated Seriously, Javert's first name is Inspector, Marriage Proposal, I said I wouldn't write another damn proposal fic but it just happened? whoops, Javert's name is a subject near and dear to my heart, another pov style experiment, Mostly Dialogue, Valjean is very persuesive, Javert is very annoyed, Cuddling",English,2019-03-22,Completed,2019-03-22,"1,702",1/1,27,312,31,"2,079","['jimmytiberius', 'achaziel', 'a_moon_eclipsed', 'AshflameTheWaffle', 'A_Wild_Imposter', 'Finn', 'PoemAboutCitylights', 'MoonyJulian', 'thecuckoointhedephtsofthewoods', 'phoenix_divinity', 'curlywurly113', 'rainbowfishking', 'Magnomast', 'shhhhthisdoesnotexist', 'SmolderingBlackRose', 'KlavierWrites', 'M_Moonshade', 'Daydream33', 'wickedthing', 'sleepixgstars', 'Chaos_in_a_bottle', 'ActuallyAether', 'eggs4emma', 'f0xh0und', 'mxcrowave', 'Lost_Noise', 'pepperz', 'christinedieae', 'nevertheless_turtle', 'Jazmindulcecitlalic', 'decaffeinatedcat', 'awildekazappears', 'KazukiQuartz', 'Ehgis', 'ThirteenFate', 'Icelx', 'wegosplash', 'Augety_Whisper', 'Maip_macrothorax', 'EternalFrenchShame', 'just_a_unicorn', 'tastefulmoss', 'PhantomPiano', 'reynoldspamphlet', 'wingedsquirrel', 'Lannyg4', 'Lewdllama', 'Apollo_2607', 'griffonage', 'crepey']"
18171557,[Fanart] The Beautiful Silence,['Wolf_Charm'],General Audiences,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean",Fanart,English,2019-03-19,Completed,2019-03-19,0,1/1,14,90,5,"1,177","['sylvie_rue', 'thecuckoointhedephtsofthewoods', 'Lilith_the_ancient', 'Ehgis', 'XxXRobeXxX', 'Lewdllama', 'xkcdBlackHat', 'chaoticgoodcryptid', 'AsheRhyder', 'cynnn_ic', 'EllaSky03', 'Faerdhinen', 'Tarlan', 'delusion_incarnate', 'LuciferGonzales', 'kanpohongchendeC', 'NihilistSaintsForWhimsy', 'Shenno', 'GreenOctopus', 'AdorableDimples', 'DamnGoodCoffee1', 'HeartsomeHarpsichord', 'illyas', 'Destiel_4_Life_61', 'Looonia16', 'Applea', 'incessantswan', 'Dr_WhoSuperLockHobbitVulcan', 'MarquisDeMenaux', 'Eriathalia', 'KittyCreative', 'Senshikyohi', 'Blubule', 'myshipsareme', 'littlemsterious', 'Warrior_Moustache', 'AutumnGracy', 'Inkweed', 'Margo_Kim', 'maraki97', 'aurora_supernova', 'jehane', 'TheLifeOfEmm', 'Dylan_m', 'TwelveLeagues', 'Esteliel', 'mothi', 'ineedsomecyanide', 'TiktaalikRoseae', 'LadySybille']"
18156191,Do Not Forget Me - 24601,['IWannaBeAmalieAndJehanl1963'],Not Rated,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo, Les Misérables - Schönberg/Boublil, Les Miserables","Javert/Jean Valjean, Javert & Jean Valjean","Jean Valjean, Jeanne Valjean, Javert (Les Misérables), Cosette Fauchelevent, Fantine (Les Misérables), Bishop Charles-François-Bienvenu Myriel","Alternate Universe, Alternate Universe - Canon Divergence, My First Work in This Fandom",English,2019-03-18,Completed,2019-03-18,"1,377",1/1,1,23,1,556,"['delusion_incarnate', 'charles_the_rocknroller', 'FerIsAlive', 'RschCat9900', 'cortohdow', 'Countryheart', 'Jirfd', 'Spiritsong', 'cubankilljoy', 'anna_chronistic', 'maraki97']"
18136817,"folded, and unfolded, and unfolding",['Waistcoat35'],Teen And Up Audiences,M/M,Les Misérables - All Media Types,"Javert & Jean Valjean, Javert/Jean Valjean","Jean Valjean, Javert (Les Misérables)","Fluff, Fluff and Angst, Hurt/Comfort, Emotional Hurt/Comfort, Angst, Suicide Attempt, Suicidal Thoughts",English,2019-03-17,Completed,2019-03-17,401,1/1,5,76,1,800,"['Jellyjelloo', 'thecuckoointhedephtsofthewoods', 'Theo124th', 'AshflameTheWaffle', 'Lost_Noise', 'HimawariNanashi', 'majerdom', 'PokeMars', 'delusion_incarnate', 'LadySybille', 'ronniekins99', 'Dan_Dan', 'MrBluebird', 'somecrappyclone', 'Fragiledewdrop', 'animefan3610', 'WarHammerKlavier', 'trufield', 'Readerofmuch', 'passionate_airhead', 'Iva1201', 'MissInsane', 'The_Advocate', 'cubankilljoy', 'Maddie24601', 'Sir_Bedevere', 'Shenno', 'mothi', 'maraki97', 'Tolpen', 'ineedsomecyanide', 'onegaymore', 'LawrIsNotMocked', 'TiktaalikRoseae', 'Raphinae', '3lys3', 'TheLifeOfEmm']"
18133385,take care,['Ias'],Mature,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Post-Seine, Domestic, Established Relationship, Blow Jobs",English,2019-03-16,Completed,2019-03-16,"1,244",1/1,4,160,13,"1,682","['dearxTallxboy', 'AshflameTheWaffle', 'MoonyJulian', 'EeveebethFejvu', 'aftershocked', 'trekst3r', 'AMultiFandomed1', 'Whocares2', 'M_Moonshade', 'Loramir', 'AkakyK', 'GotNoSocialLife', 'KazukiQuartz', 'HeartbreakTerrorBird', 'imsorryimlate', 'Ehgis', 'WeCouldPretend', 'MadameReveuse', 'YumeFuragumento', 'Lucrezia87', 'lilacwitch', 'orsenna', 'jaythenerdkid', 'amorekay', 'burning_hubris', 'Mitziginger', 'cynnn_ic', 'AlexKenmore', 'nebuleia', 'Raitnrong', 'PlagueSimulators', 'Burrito_Wizard', 'Ismene_Jane', 'SirCharlie', 'DamnGoodCoffee1', 'Cymbidia', 'TattooedFanPerson', 'ElrondsScribe', 'MagicFishHook', 'JayzleG_4', 'Saresushi', 'dwellin', 'wouldsircouldsirshouldsir', 'AthenaGM', 'PoliSena', 'smile667', 'InfiniteCrisis', 'aelbereth', 'Earfalas', 'howbadcanmyficsbe']"
18131240,When The Spring Came,['Shenno'],General Audiences,"Gen, M/M","Les Misérables - All Media Types, Les Misérables - Victor Hugo, Les Misérables - Schönberg/Boublil, Les Misérables (TV 2018)","Javert/Jean Valjean, Javert & Rivette","Rivette (Les Misérables), Javert (Les Misérables), Jean Valjean","POV Outsider, Post-Seine, Alternative Universe - Javert Survives, Canonical Suicide Attempt, Rivette ships valvert, parisian cops mlm solidarity",English,2019-03-22,Completed,2019-03-22,"4,595",1/1,25,126,12,"1,000","['alliaria', 'AshflameTheWaffle', 'orsenna', 'Magnomast', 'modern_miserable', 'thecrazywriter', 'Lost_Noise', 'Loramir', 'ObsessiveFanNumber1', 'nevertheless_turtle', 'HelloChocoPie', 'xl_VON', 'KazukiQuartz', 'Lannyg4', 'kukukumiku', 'cassiopeia83', 'carved_analysis', 'Neotoma', 'groucha', 'ifarali', 'AlexKenmore', 'kanpohongchendeC', 'ScrewySnobWithExistentialDread', 'xkcdBlackHat', 'delusion_incarnate', 'SirCharlie', 'Rigel_001', 'Burrito_Wizard', 'WandaMaximoff771', 'CampionSayn', 'HeartsomeHarpsichord', 'EternalFrenchShame', 'OmoYasha', 'GDay_Yall', 'fromkansaswithlove', 'LydiaJ', 'Lerry_Hazel', 'Whataboutdisco', 'shadowcat93', 'dandelioness', 'Ixis', 'city_in_the_sea', 'mintfield', 'sexyparamecium', 'lumixedia', 'AMultiFandomed1', 'Fragiledewdrop', 'Imaginary_Capable16', 'Drandmrswatson', 'animefan3610']"
18096554,Gossip Gendarmes,['voidify'],Teen And Up Audiences,"Gen, M/M",Les Misérables - All Media Types,Javert/Jean Valjean,"Javert (Les Misérables), M. Thénardier, Original Characters","Gossip, Rumours, Crack, Humour, Thénardier’s canon gaydar, 100 percent musical-verse, Casual Period-Typical Homophobia, Thénardier is an evil little sneaky goblin man and I hate him, Javert has a huge crush on Valjean, these 3 random cops are ridiculously incompetent, Based on a Tumblr Post",English,2019-03-13,Completed,2019-03-13,"1,275",1/1,9,92,9,770,"['AshflameTheWaffle', 'A_Wild_Imposter', 'Zelekhia', 'MoonyJulian', 'Lost_Noise', 'Ehgis', 'Mocha_The_1st', 'Lewdllama', 'Koganusan', 'EdnaV', 'SecretStar', 'kanpohongchendeC', 'Blues420', 'delusion_incarnate', 'Wasabi_Noodle', 'fanficcornerwriter19', 'SirCharlie', 'WandaMaximoff771', 'Verin2000', 'fromkansaswithlove', 'OmoYasha', 'Nejene', 'Darkwater36', 'FerIsAlive', 'xAngiex', 'Phantom_of_the_Claw', 'Someone', 'Littlerita', 'Amaeliss', 'JimmJin', 'Readaholics_Anonymous', 'chaoticgoodcryptid', 'Lady_of_Moon_Over_Silver_Seas', 'BaconWrappedRainbows', 'crying_jaybird', 'osgiliath', 'Casthefriendlylittlefan', '408_Request_Timeout', '3lys3', 'Yee_SlothsSlothsSloths_Yee', 'myshipsareme', 'chaimiyouyann', 'akatonbo', 'Maddie24601', 'Cognitioname', 'cybermanolo', 'anna_chronistic', 'bottasvaltteri', 'ineedsomecyanide', 'TiktaalikRoseae']"
18078626,Those Who Follow the Path of the Righteous,['Margo_Kim'],Mature,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Jean Valjean, Javert (Les Misérables)","POV Jean Valjean, Established Relationship, Post-Seine, Javert Lives, Handcuffs, Restraints, Power Play",English,2019-03-11,Completed,2019-03-11,"5,241",1/1,14,244,30,"2,154","['sylvie_rue', 'alliaria', 'AshflameTheWaffle', 'Music_is_life_2788', 'PoemAboutCitylights', 'mnnyards', 'MoonyJulian', 'yourekas', 'orsenna', 'polkasdot', 'indigochinchilla88', 'lilacwitch', 'AkakyK', 'bran4ever', 'TheVoodooBabe', 'Phatomflair', 'Ehgis', 'lurknomoar', 'M_Moonshade', 'deathbywikipedia', 'Nabrah87', 'sworn_sword', 'all_things_it_devours', 'christinedieae', 'adspexi', 'starryeye', 'HeartbreakTerrorBird', 'WeCouldPretend', 'Timbertea', 'AwkwardAnnie', 'SadLonelyAndCrying', 'tasalmalin', 'sexyhotmage', 'Cobaltsunflower', 'jaythenerdkid', 'Captured_in_LSpace', 'ExplosiveNyanko', 'kurapika_is_n0w_dr0wning', 'spickerzocker', 'cynnn_ic', 'EllaSky03', 'nebuleia', 'thrill_killz', 'AlexKenmore', 'anaplian', 'deviltakethehindmost', 'ifarali', 'kanpohongchendeC', 'CheWunYaVal', 'LamiraMetius']"
18032801,Switcharound Meme 2019,"['breadthiefART (trufield)', 'Dylan_m']",Mature,M/M,"Les Misérables - Victor Hugo, Les Misérables - All Media Types",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Pony Play, Light Bondage, Martingale, Fluff, Fanart",English,2019-03-07,Completed,2019-03-07,0,1/1,4,32,1,"1,412","['thecuckoointhedephtsofthewoods', 'yiboist_bunny_rabbit7', 'Cactus_Loving_Masochist', 'verhalen', 'catfromjapan', 'delusion_incarnate', 'Nettleheart', 'Nanosaurus', 'I_AM_NOT_A_ROBOT', 'CuddlePossum', 'LadySybille', 'cybermanolo', '3lys3', 'jehane', 'ineedsomecyanide', 'groucha', 'TiktaalikRoseae', 'TheLifeOfEmm', 'TwelveLeagues', 'Esteliel']"
18015644,Little Talks,['TheLifeOfEmm'],Teen And Up Audiences,M/M,Les Misérables - All Media Types,"Javert/Jean Valjean, Cosette Fauchelevent/Marius Pontmercy","Javert (Les Misérables), Jean Valjean, Cosette Fauchelevent, Marius Pontmercy","Non-Linear Narrative, Javert's Derailment, Valjean's own plethora of issues, Post-Seine, Hurt/Comfort, Brick Canon, Songfic, i guess, Fanart, Fan Comics, The OTP being soft and supportive (mostly), Suicide Attempt",English,2019-03-06,Completed,2019-03-06,0,1/1,25,99,9,"1,252","['thecuckoointhedephtsofthewoods', 'sylvie_rue', 'AshflameTheWaffle', 'MoonyJulian', 'yasasugata', 'Sdf13rdjj', 'kanpohongchendeC', 'Burning_out2755', 'Neotoma', 'majerdom', 'EllaSky03', 'PeppermintBagel', 'secretkeeper', 'delusion_incarnate', 'AdorableDimples', 'dandelioness', 'shadowcat93', 'magicpiano', 'goatsongs', 'Catallii', 'ToastedBagel1', 'aprofessorbhaer', 'mintfield', 'InfiniteCrisis', 'OzzyStar2', 'Drandmrswatson', 'WarHammerKlavier', 'Merlins_Daughter', 'Dr_WhoSuperLockHobbitVulcan', 'goosemixtapes', 'ineedabettername', 'Phantom_of_the_Claw', 'Readaholics_Anonymous', 'PokeMars', 'spaceh0und', 'adastra615', 'arkennes', 'AutumnGracy', 'McEnchilada', 'MrBluebird', 'jehane', 'littlemsterious', 'anna_chronistic', 'TiktaalikRoseae', 'cubankilljoy', 'Dylan_m', 'Esteliel', 'CeruleanTactician', 'LadySybille', 'Nuizlaziai']"
17995823,but i have seen the same (i know the shame in your defeat),['voidify'],Teen And Up Audiences,"Gen, M/M",Les Misérables - All Media Types,"Javert/Jean Valjean, Javert & Jean Valjean","Javert (Les Misérables), Jean Valjean, Bishop Charles-François-Bienvenu Myriel, Petit Gervais (Les Misérables), Background & Cameo Characters","Gratuitous Parallels, i just love this one parallel so much ok, Suicide Attempt, Alternate Universe: Canon Divergence, Javert Lives, Non-Linear Narrative, alternating scenes between past and present, Pre-Slash, (i.e. the 1832 scenes don’t depict much beyond the point of canon divergence but I ship valvert), it ends on an uncertain note of javert's survival, but I the author say he survives, and also this is a prequel to 2 other fics where he's alive, so rest assured he survives, chapter 2 is cover art added after the fact",English,2019-03-05,Completed,2019-06-07,"4,504",2/2,7,108,4,"1,062","['A_Wild_Imposter', 'AshflameTheWaffle', 'Stellarete', 'Dragonbano', 'kanpohongchendeC', 'AkakyK', 'Mocha_The_1st', 'Elwenn_dreaming', 'ScrewySnobWithExistentialDread', 'xkcdBlackHat', 'secretkeeper', 'LuckyBossuet', 'fanficcornerwriter19', 'ronniekins99', 'DrawForFree', 'Stupidity_In_The_Abyss', 'ElrondsScribe', 'charles_the_rocknroller', 'Gamerrox', 'fromkansaswithlove', 'OmoYasha', 'Jathis', 'Imaginary_Capable16', 'Amaeliss', 'Readaholics_Anonymous', 'General_Midnight_of_Ardar', 'ineedabettername', 'PokeMars', 'KingyoDiva', 'AvaWorthWrite', 'Merlins_Daughter', 'BaconWrappedRainbows', 'Brillador', 'Lady_Wisteria', 'Hmmmmmm99', 'Iva1201', 'AutumnGracy', 'The_Advocate', 'Waistcoat35', 'IruIru', 'andthefountainpen', 'LawrIsNotMocked', 'cubankilljoy', 'Casthefriendlylittlefan', '3lys3', 'retired_emo_chick', 'maraki97', 'ineedsomecyanide', 'Sir_Bedevere', 'LadySybille']"
17938328,a different chain,['Ias'],Explicit,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Bondage, Handcuffs, Tenderness, Established Relationship, Post-Seine",English,2019-02-27,Completed,2019-02-27,"1,954",1/1,11,223,20,"2,523","['sylvie_rue', 'AshflameTheWaffle', 'Music_is_life_2788', 'PoemAboutCitylights', 'MoonyJulian', 'orsenna', 'polkasdot', 'trekst3r', 'therealmendelssohn', 'kanpohongchendeC', 'bran4ever', 'AwkwardAnnie', 'Whocares2', 'besame', 'ThirteenFate', 'tastefulmoss', 'imsorryimlate', 'HelloChocoPie', 'starryeye', 'HeartbreakTerrorBird', 'WeCouldPretend', 'SadLonelyAndCrying', 'sexyhotmage', 'ExplosiveNyanko', 'jaythenerdkid', 'amorekay', 'Captured_in_LSpace', 'Lucrezia87', 'AlexKenmore', 'limevodka', 'ifarali', 'delusion_incarnate', 'Raitnrong', 'PlagueSimulators', 'tigerlilycorinne', 'CheWunYaVal', 'SirCharlie', 'ronniekins99', 'AdorableDimples', 'warsawmouse', 'naiadkin', 'Cymbidia', 'xkcdBlackHat', 'ElrondsScribe', 'ciao_bella', 'JayzleG_4', 'EleanorCinnamon', 'Orrage', 'Saresushi', 'Venus1987']"
17936864,Laisse,['HugsNotDrugs'],General Audiences,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Religious Imagery & Symbolism, Angst, Javert's Suicide, Suicide Attempt, Prose Poem",English,2019-02-27,Completed,2019-02-27,226,1/1,null,10,null,245,"['onesam', 'Waistcoat35', 'Wandering_the_seven_seas', 'Raphinae', '3lys3', 'ineedsomecyanide', 'TheLifeOfEmm']"
17935019,now let me at the truth (which will refresh my broken mind),['voidify'],Teen And Up Audiences,"Gen, M/M",Les Misérables - All Media Types,"Javert/Jean Valjean, Javert & Jean Valjean","Javert, Jean Valjean (mentioned), various background non-canon characters","Post-Seine, Javert Lives, set in the standard valvert canon divergence au, at the plot point where javert goes back to work and he and vj drift apart for a bit, Depression, Suicidal Thoughts, Panic Attacks, References to Past Suicide Attempt, Angst, despite all those tags it has a super hopeful ending, the valvert hasn’t actually happened (yet) at this point in the timeline, but there’s pining, (the piner does not know that he is pining but he is), Character Development, police work, javert interrupting people, Canon Era, my usual anachronism disclaimer applies",English,2019-02-27,Completed,2019-02-27,"1,785",1/1,9,102,2,"1,106","['Theo124th', 'A_Wild_Imposter', 'AshflameTheWaffle', 'Dragonbano', 'kanpohongchendeC', 'Lost_Noise', 'Akanague', 'KazukiQuartz', 'Mocha_The_1st', 'Elwenn_dreaming', 'cassiopeia83', 'ScrewySnobWithExistentialDread', 'burning_hubris', 'xkcdBlackHat', 'delusion_incarnate', 'LuckyBossuet', 'ronniekins99', 'dandelioness', 'Gamerrox', 'fromkansaswithlove', 'AmberAstra', 'InfiniteCrisis', 'TheWingflappingButterfly', 'knittinginbinary', 'Amaeliss', 'Readaholics_Anonymous', 'ineedabettername', 'PokeMars', 'KingyoDiva', 'Damien_Blake_Potter', 'adastra615', 'Brillador', 'Lady_Wisteria', 'ratberries', 'Hmmmmmm99', 'AutumnGracy', 'The_Advocate', 'retired_emo_chick', 'Iva1201', 'ulex', 'valjeans', 'zergali', 'Sir_Bedevere', 'et_ce_fut_tout', 'ineedsomecyanide', 'LawrIsNotMocked', 'Waistcoat35', 'Molly_Proudfoot', 'bottasvaltteri', 'AvaWorthWrite']"
17930915,Prv. 20:30,['et_ce_fut_tout'],Teen And Up Audiences,"Gen, M/M","Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean, Javert's Mother (Les Misérables)","Canon Era, Alternate Universe - Soulmates, Character Study, Religious Content, Oh God So Much Religious Content, The Author Has Turned Catholicism Upside Down And Looted It For Useful Parts, I Would Like To Take A Moment To Apologize To The Pope, Romani Javert, We stan historical accuracy in this house, It's what Victor would have wanted",English,2019-02-26,Updated,2019-04-12,"2,491",2/?,19,55,4,646,"['duckduckgreyduck', 'TrashPidgeon', 'bringsnofear', 'matt_murdick', 'WandaMaximoff771', 'StairwellWit', 'Someone', 'Lasvina', 'crying_jaybird', 'LeMoney', 'srididdledeedee', 'cybermanolo', 'HistoryTheory', 'LiviaHyde7', 'Hey_27there', 'Oddcreature', 'myshipsareme', 'Catii', 'Shadow_Leira', '3lys3', 'LawrIsNotMocked', 'ineedsomecyanide', 'Erevosa', 'JimmJin', 'WarHammerKlavier', 'cubankilljoy']"
17917208,i'll know my name as it's called again,['voidify'],Teen And Up Audiences,"Gen, M/M",Les Misérables - All Media Types,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Post-Seine, set in the standard valvert canon divergence au, immediately after the standard plot point of vj getting pardoned, Bureaucracy, signatures, Fluff, vj having a minor crisis about how his life has been so weird, and he has to invent his signature at age 65, T rated to be safe but all the content’s basically G until the very end, valjean overthinks everything, javert wants his boyfriend to stop overthinking everything, Domestic Fluff, Canon Era, valjean-typical angst, but with a fluffy conclusion, Paperwork",English,2019-02-25,Completed,2019-02-25,"1,293",1/1,6,142,5,"1,164","['A_Wild_Imposter', 'AshflameTheWaffle', 'thecrazywriter', 'Dragonbano', 'kanpohongchendeC', 'Lost_Noise', 'nevertheless_turtle', 'awildekazappears', 'HistoryTheory', 'Mocha_The_1st', 'rather_insane', 'Annoyingmoth', 'burning_hubris', 'Koganusan', 'delusion_incarnate', 'LuckyBossuet', 'ambientoast', 'fanficcornerwriter19', 'LuciferGonzales', 'ronniekins99', 'Verin2000', 'xkcdBlackHat', 'Gamerrox', 'fromkansaswithlove', 'AmberAstra', 'InfiniteCrisis', 'dandelioness', 'city_in_the_sea', 'Kaylaloveed', 'FerIsAlive', 'FlossiBelle', 'Fragiledewdrop', 'SteveLovesBucky', 'bryns', 'Readaholics_Anonymous', 'jcrycolr3wradc', 'chaoticgoodcryptid', 'ineedabettername', 'PokeMars', 'KingyoDiva', 'AvaWorthWrite', 'Merlins_Daughter', 'hogwarst', 'ZoeTheineffable', 'Brillador', 'crying_jaybird', 'Lady_Wisteria', 'littlemsterious', 'ratberries', 'AutumnGracy']"
17910584,All Great and Precious Things,['TheLifeOfEmm'],General Audiences,M/M,Les Misérables - Victor Hugo,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Immediately Post-Seine, Javert is carried, Javert is touch-starved, Literal Sleeping Together, Not exactly angst, not exactly fluff",English,2019-02-24,Completed,2019-02-24,"1,094",1/1,23,206,17,"1,778","['A_Wild_Imposter', 'sylvie_rue', 'AutumnGhostOnASwing', 'Theo124th', 'FizzingWhizzbee204', 'AshflameTheWaffle', 'thecuckoointhedephtsofthewoods', 'rainbowfishking', 'Loramir', 'adwhuo', 'BunnyFlowerSkies', 'aftershocked', 'yazilaer', 'Hello_there_bees', 'Javerts_high_heeled_boots', 'M_Moonshade', 'deyeeted', 'AkakyK', 'Lannyg4', 'AlexKenmore', 'ExplosiveNyanko', 'thehollowones', 'cynnn_ic', 'teddy_truther', 'nebuleia', 'delusion_incarnate', 'Blues420', 'docholliday18', 'CrypticMinded', 'kanpohongchendeC', 'Raitnrong', 'Dan_Dan', 'Rigel_001', 'LuciferGonzales', 'naiadkin', 'RaRaAhAhAh', 'r_foudroye', 'EternalFrenchShame', 'Whataboutdisco', 'dwellin', 'xalitude', 'fromkansaswithlove', 'Minasli', 'shadowcat93', 'AmberAstra', 'OmoYasha', 'Ixis', 'dandelioness', 'PokeMars', 'Skostbuster']"
17902172,The Way of Things,['sterlingsparrow'],Teen And Up Audiences,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,"Jean Valjean, Javert","Madeleine Era, Literal Sleeping Together, Fluff and Angst, is it canon era or modern au? no one will ever know, it's probably canon era",English,2019-02-24,Completed,2019-02-24,948,1/1,8,170,12,"1,208","['PoemAboutCitylights', 'sosooley', 'StressedStark', 'Magnomast', 'trekst3r', 'Hello_there_bees', 'JMoriartyFan_Death13', 'HelloChocoPie', 'am_orange', 'Neotoma', 'Wanderer_im_Sternenmeer', 'fanficcornerwriter19', 'Lannyg4', 'reynoldspamphlet', 'GayOsprey', 'gaudete', 'xkcdBlackHat', 'Tired_Time_Traveler', 'teddy_truther', 'AlexKenmore', 'rizgukgak', 'delusion_incarnate', 'whisperedflee', 'kanpohongchendeC', 'Raitnrong', 'LuciferGonzales', 'AnxiousSunflower', 'ronniekins99', 'WandaMaximoff771', 'strayedogs', 'Speleotheme', 'RaRaAhAhAh', 'r_foudroye', 'Venus1987', 'CheWunYaVal', 'KazukiQuartz', 'blanketfort', 'dede_fabulous', 'Ixis', 'Reichenbachstag', 'Kaylaloveed', 'Sotolo_21', 'TheWingflappingButterfly', 'Phantom_of_the_Claw', 'Faradayana', 'General_Midnight_of_Ardar', 'mayaaminmin', 'VincentFanGogh', 'mais_je_taime', 'desrose']"
17894651,Uncle Javert,['voidify'],General Audiences,"Gen, M/M",Les Misérables - All Media Types,"Javert/Jean Valjean, Javert & Original Character(s), background/implied Marius/Cosette","Javert, Jean Valjean, Original Child Character(s), Cosette (mentioned), Marius Pontmercy (very briefly mentioned)","Javert Lives, Post-Seine, Fluff, Grandchildren, Javert is surprisingly good with kids, Canon Era, probably a bunch of anachronisms but idc, Not Beta Read, javert with flowers in his hair, there's a frog, 3 of the 4 kids have meaningful names, Family, javert recounts a soap-opera-esque work anecdote, said anecdote would probably make a good casefic but i will not write that casefic myself",English,2019-02-24,Completed,2019-02-24,"1,547",1/1,9,186,18,"1,315","['sleepixgstars', 'Lovely_Nightmares', 'dearxTallxboy', 'Jellyjelloo', 'thecuckoointhedephtsofthewoods', 'A_Wild_Imposter', 'Abenteuerfrosch', 'MoonyJulian', 'AshflameTheWaffle', 'aftershocked', 'S_uperstes', 'thecrazywriter', 'Micah_Nightmare', 'moss_web', 'Dragonbano', 'The_Honorable_Weathermelon', 'Akanague', 'awildekazappears', 'KazukiQuartz', 'Mocha_The_1st', 'Amaelalt', 'ExplosiveNyanko', 'burning_hubris', 'xkcdBlackHat', 'teddy_truther', 'Blubule', 'nells_is_trying_to_write', 'delusion_incarnate', 'NihilistSaintsForWhimsy', 'LuckyBossuet', 'CheWunYaVal', 'SirCharlie', 'probablynotadragon', 'Leftover_Spagehhti', 'LuciferGonzales', 'Verin2000', 'LadySybille', 'FTEvans', 'Stupidity_In_The_Abyss', 'TattooedFanPerson', 'r_foudroye', 'Goodnightsweetbugman', 'Readaholics_Anonymous', 'Gamerrox', 'GDay_Yall', 'red__carnations', 'fromkansaswithlove', 'vircotto', 'InfiniteCrisis', 'Lerry_Hazel']"
